,Industry,MR,MR.PR,MR.Decile,TVC,TVC.PR,TVC.Decile,TRC,TRC.PR,TRC.Decile,BAB,BAB.PR,BAB.Decile,EV,EV.PR,EV.Decile,P/B,P/B.PR,P/B.Decile,PSR,PSR.PR,PSR.Decile,ROE,ROE.PR,ROE.Decile,ROA,ROA.PR,ROA.Decile,C/A,C/A.PR,C/A.Decile,D/A,D/A.PR,D/A.Decile,PG,PG.PR,PG.Decile,AG,AG.PR,AG.Decile
38,21,0.3561,0.9014,2,-0.5529,0.1555,9,-0.5533,0.1512,9,0.468,0.4852,6,6687740270.0,0.621,4,1.85,0.4633,6,29.3707,0.1084,9,-0.04,0.1917,9,0.17,0.2223,8,0.0831,0.2957,8,47.88,0.4239,6,-0.6605,0.1292,9,0.1512,0.8456,2
176,7,-0.0809,0.1314,9,-0.1666,0.4217,6,-0.1275,0.4491,6,0.4965,0.4491,6,3790868141.0,0.7897,3,3.01,0.2026,9,29.8357,0.1041,10,2.09,0.5487,5,1.91,0.7404,3,0.3243,0.8916,2,9.16,0.9715,1,-0.3607,0.1851,9,-0.0017,0.3395,7
246,13,0.0528,0.4808,6,-0.3239,0.3165,7,-0.3215,0.3056,7,0.7363,0.2202,8,616110581751.0,0.0142,10,1.73,0.5038,5,11.2774,0.3625,7,2.83,0.6659,4,1.91,0.7382,3,0.2106,0.6846,4,33.3,0.7032,3,-0.3539,0.1873,9,0.0317,0.4984,6
755,17,-0.1209,0.08,10,-0.4572,0.2092,8,-0.4256,0.2147,8,0.6711,0.2662,8,31391258108.0,0.2366,8,1.46,0.6101,4,4.3691,0.7448,3,-0.34,0.1687,9,-0.06,0.161,9,0.15,0.5093,5,53.65,0.3253,7,-3.7549,0.0285,10,0.561,0.9869,1
612,14,0.0757,0.5356,5,-0.6432,0.1019,10,-0.6065,0.1062,9,1.0883,0.069,10,57190791799.0,0.1533,9,1.04,0.8215,2,5.9241,0.6287,4,1.14,0.3921,7,0.79,0.4381,6,0.1091,0.3801,7,32.01,0.7218,3,3.5379,0.9135,1,0.029,0.4765,6
686,18,0.3402,0.8949,2,2.4812,0.8883,2,1.8381,0.8806,2,0.5677,0.3549,7,47890581908.0,0.1709,9,2.9,0.2191,8,4.0137,0.7777,3,5.22,0.8938,2,2.46,0.8215,2,0.1169,0.3987,7,56.67,0.264,8,0.0474,0.3801,7,0.1401,0.8335,2
779,13,-0.2968,0.0077,10,-0.6395,0.1051,9,-0.5599,0.1413,9,0.6569,0.2793,8,19804506201.0,0.3242,7,4.56,0.0975,10,92.9187,0.0263,10,-1.06,0.1128,9,-0.95,0.0756,10,0.3733,0.9288,1,8.64,0.9759,1,0.0678,0.3932,7,-0.0156,0.2771,8
155,6,0.0496,0.4721,6,0.0458,0.5465,5,0.0408,0.5564,5,0.2944,0.6977,4,13554682190.0,0.4162,6,0.58,0.9847,1,1.2972,0.9693,1,1.98,0.5235,5,0.19,0.2289,8,0.0197,0.0581,10,91.09,0.0263,10,1.0237,0.7087,3,0.0944,0.7393,3
288,4,0.2916,0.8576,2,2.2068,0.8762,2,1.5996,0.8642,2,0.1524,0.8576,2,139904293763.0,0.0811,10,2.46,0.2903,8,12.9297,0.3187,7,0.94,0.3516,7,0.57,0.3713,7,0.0908,0.3242,7,53.81,0.3198,7,0.4151,0.5323,5,0.0363,0.5137,5
550,13,-0.0898,0.1172,9,-0.185,0.4085,6,-0.086,0.4797,6,0.5588,0.3713,7,4925115503.0,0.7174,3,3.85,0.1271,9,23.3442,0.1522,9,3.99,0.7952,3,3.29,0.9244,1,0.1782,0.609,4,23.33,0.839,2,1.0463,0.7163,3,0.1935,0.8927,2
17,1,0.2455,0.8258,2,3.4236,0.9244,1,2.8101,0.9266,1,0.2131,0.7919,3,15593421496.0,0.3866,7,3.61,0.1457,9,4.6632,0.7327,3,2.03,0.5411,5,1.12,0.5367,5,0.0972,0.3483,7,50.98,0.3658,7,0.1,0.4184,6,-0.0368,0.2103,8
128,17,0.1995,0.782,3,0.0342,0.5422,5,-0.0867,0.4786,6,0.8951,0.1205,9,13305431687.0,0.4217,6,1.78,0.4852,6,6.1986,0.6057,4,3.43,0.7547,3,2.15,0.7766,3,0.2787,0.8379,2,37.49,0.6287,4,5.5216,0.943,1,0.0921,0.7284,3
323,16,-0.052,0.1796,9,-0.6696,0.0821,10,-0.6692,0.069,10,0.3586,0.6112,4,1627341250.0,0.9474,1,5.82,0.0449,10,75.2702,0.035,10,-22.65,0.0044,10,-9.4,0.0022,10,0.315,0.8839,2,57.07,0.2563,8,-0.7657,0.1205,9,0.3338,0.9562,1
256,14,0.054,0.4885,6,-0.4377,0.2191,8,-0.4168,0.2223,8,0.5873,0.3363,7,154902830290.0,0.0679,10,1.33,0.6692,4,0.7762,0.9956,1,1.73,0.4808,6,0.71,0.4118,6,0.1907,0.6396,4,70.01,0.1106,9,0.3571,0.517,5,-0.0108,0.2924,8
602,17,0.0389,0.4447,6,-0.1253,0.4425,6,-0.1275,0.448,6,1.2387,0.0405,10,125082464011.0,0.0909,10,11.88,0.0077,10,43.6691,0.0646,10,5.71,0.9135,1,4.22,0.965,1,0.3009,0.8675,2,30.66,0.7415,3,0.4393,0.5444,5,0.0816,0.6999,4
877,31,0.0294,0.4184,6,-0.0036,0.5214,5,-0.0129,0.5279,5,0.0694,0.9266,1,7138372500.0,0.609,4,0.94,0.8751,2,3.6996,0.8007,3,1.28,0.4074,6,0.94,0.4841,6,0.0488,0.1731,9,26.78,0.7941,3,0.342,0.5115,5,-0.0236,0.253,8
191,9,0.0321,0.4272,6,0.1525,0.5936,5,0.141,0.6035,4,0.1879,0.8171,2,49189833837.0,0.1676,9,0.81,0.9244,1,2.7446,0.8883,2,0.62,0.3034,8,0.46,0.3363,7,0.0568,0.1982,9,48.09,0.4151,6,92.0093,0.9989,1,0.0681,0.6539,4
116,4,0.295,0.8664,2,5.9697,0.9584,1,4.5283,0.9595,1,0.6599,0.2738,8,20689060094.0,0.31,7,1.06,0.8116,2,4.256,0.7579,3,3.43,0.7503,3,1.21,0.5564,5,0.1311,0.4348,6,68.04,0.1314,9,22.0326,0.9869,1,0.0321,0.5005,6
585,13,-0.1872,0.034,10,-0.6732,0.0811,10,-0.6288,0.0887,10,0.8451,0.149,9,17874103381.0,0.3483,7,2.14,0.3779,7,5.0201,0.7021,4,1.18,0.3987,7,0.65,0.3932,7,0.2639,0.8094,2,49.72,0.3888,7,1.2039,0.7426,3,0.0344,0.5104,5
181,21,0.2368,0.8171,2,1.0651,0.8061,2,0.8599,0.8018,3,0.5152,0.4283,6,2546690030.0,0.8751,2,2.34,0.3133,7,1598.6755,0.0099,10,2.59,0.632,4,1.49,0.6506,4,0.0868,0.31,7,49.93,0.3866,7,1.6628,0.8094,2,0.108,0.7809,3
302,17,0.2042,0.7864,3,0.5811,0.7185,3,0.4822,0.7185,3,0.8893,0.126,9,25803653729.0,0.2782,8,0.99,0.8521,2,1.3594,0.966,1,1.43,0.4294,6,0.63,0.3866,7,0.158,0.5422,5,64.42,0.1566,9,1.6031,0.8007,3,0.1909,0.8894,2
750,17,0.1667,0.7382,3,1.1023,0.8116,2,0.9443,0.8149,2,0.303,0.6835,4,30260693769.0,0.2497,8,1.21,0.7349,3,4.4577,0.7426,3,0.07,0.2136,8,0.07,0.1862,9,0.1741,0.5915,5,37.39,0.6298,4,-0.8236,0.1117,9,-0.0056,0.3143,7
650,7,-0.1419,0.0613,10,0.0888,0.5663,5,0.0861,0.586,5,0.5288,0.4096,6,10961848128.0,0.4743,6,1.73,0.5049,5,9.6657,0.4228,6,-1.21,0.1062,9,-0.67,0.0887,10,0.1102,0.3834,7,39.55,0.5893,5,-2.816,0.034,10,0.068,0.6484,4
661,15,-0.1118,0.092,10,-0.3349,0.3078,7,-0.2706,0.3549,7,0.5935,0.3308,7,5006250000.0,0.713,3,2.76,0.2377,8,70.3797,0.0405,10,-4.29,0.0329,10,-3.14,0.0153,10,0.2718,0.8269,2,25.97,0.8061,2,-2.3966,0.0383,10,-0.0997,0.0646,10
626,2,0.1607,0.7262,3,0.7263,0.7503,3,0.5572,0.7349,3,0.4314,0.5279,5,12649918094.0,0.4337,6,1.04,0.8226,2,4.0701,0.7722,3,1.63,0.4688,6,0.78,0.4326,6,0.076,0.2705,8,61.87,0.1829,9,1.1659,0.736,3,0.1516,0.8467,2
606,16,-0.1882,0.0329,10,-0.7837,0.0219,10,-0.7551,0.023,10,0.981,0.0986,10,6646782148.0,0.6221,4,2.5,0.2848,8,3.2323,0.8467,2,1.86,0.5038,5,1.04,0.5148,5,0.2609,0.7996,3,45.72,0.4688,6,0.8621,0.6747,4,0.0881,0.7229,3
518,13,-0.2008,0.0241,10,-0.9002,0.0022,10,-0.8671,0.0033,10,0.755,0.2092,8,4038221306.0,0.7788,3,3.11,0.1928,9,10.2413,0.3998,7,-8.76,0.012,10,-4.95,0.0099,10,0.2499,0.7798,3,44.69,0.4907,6,-0.0895,0.2837,8,-0.2974,0.0055,10
896,30,-0.0454,0.1939,9,0.0075,0.5268,5,0.0386,0.5553,5,-0.0112,0.9617,1,4310027522.0,0.7547,3,1.63,0.5444,5,6.538,0.5871,5,2.29,0.586,5,1.05,0.5159,5,0.0451,0.1643,9,55.01,0.2979,8,0.5954,0.6046,4,0.0987,0.7547,3
45,12,0.1603,0.7251,3,0.7603,0.7656,3,0.6272,0.7568,3,0.4357,0.5203,5,5108558166.0,0.7087,3,1.31,0.6747,4,9.9921,0.4107,6,3.37,0.7426,3,2.53,0.8302,2,0.136,0.4524,6,27.34,0.7853,3,1.0766,0.7207,3,0.0086,0.3932,7
825,26,0.1252,0.6539,4,0.1891,0.6068,4,0.0324,0.552,5,0.0614,0.9288,1,20292562951.0,0.3154,7,2.98,0.207,8,22.9663,0.1555,9,0.73,0.322,7,0.57,0.3724,7,0.3445,0.9102,1,55.3,0.2913,8,-0.3634,0.1829,9,0.6049,0.9901,1
158,6,-0.0507,0.1829,9,0.6668,0.7393,3,0.6936,0.7755,3,0.2141,0.7908,3,59849678000.0,0.1479,9,1.11,0.782,3,18.146,0.2103,8,0.59,0.2968,8,0.4,0.3143,7,0.0603,0.2169,8,32.59,0.713,3,-0.362,0.184,9,0.0143,0.4118,6
824,26,0.2723,0.8434,2,0.6096,0.724,3,0.3706,0.6933,4,-0.1824,0.9847,1,19289782860.0,0.3286,7,3.93,0.1216,9,19.2518,0.195,9,-0.37,0.1632,9,0.01,0.1709,9,0.1481,0.5049,5,56.41,0.2716,8,-1.0249,0.0811,10,0.3063,0.9496,1
172,7,-0.0798,0.1347,9,-0.1318,0.4414,6,-0.1066,0.4622,6,0.4822,0.4655,6,8080276080.0,0.5608,5,5.15,0.0679,10,16.1772,0.2366,8,2.34,0.5958,5,1.46,0.6386,4,0.1499,0.5082,5,42.34,0.5356,5,0.933,0.6867,4,0.0416,0.5301,5
16,1,0.1511,0.7087,3,1.0939,0.8083,2,0.8978,0.8083,2,0.2165,0.7875,3,2761512829.0,0.8565,2,1.14,0.7678,3,3.6081,0.8083,2,2.27,0.5794,5,1.84,0.7273,3,0.1685,0.5761,5,18.86,0.9014,2,8.5576,0.9606,1,0.0692,0.6583,4
512,13,0.1443,0.6999,4,-0.2634,0.3582,7,-0.283,0.3439,7,1.06,0.0756,10,333661807835.0,0.0318,10,5.1,0.0712,10,13.6591,0.2968,8,7.03,0.9606,1,4.62,0.9759,1,0.5327,0.9869,1,33.0,0.7065,3,0.0298,0.368,7,-0.0085,0.2979,8
48,3,0.1067,0.6123,4,-0.2635,0.3571,7,-0.2848,0.3417,7,0.4351,0.5225,5,25991329451.0,0.276,8,0.71,0.9639,1,2.3874,0.9179,1,1.12,0.3855,7,0.35,0.2957,8,0.0571,0.2004,9,77.37,0.0657,10,13.3635,0.9748,1,0.1145,0.7919,3
883,14,0.1292,0.6648,4,0.3448,0.6583,4,0.3537,0.69,4,-0.5288,0.9956,1,740596510.0,0.9956,1,1.39,0.6418,4,6.1183,0.6123,4,-4.8,0.0274,10,-2.59,0.0263,10,0.1101,0.3812,7,42.48,0.5312,5,-4.356,0.0241,10,-0.032,0.2289,8
802,17,-0.0414,0.2015,9,-0.6509,0.092,10,-0.6248,0.0909,10,0.9047,0.1172,9,10445602851.0,0.4907,6,3.51,0.1555,9,18.7834,0.2015,9,2.95,0.6791,4,2.34,0.805,2,0.4386,0.9639,1,23.66,0.8346,2,0.0543,0.3844,7,0.1749,0.8762,2
516,15,-0.0546,0.1742,9,-0.7425,0.0471,10,-0.7185,0.0471,10,0.276,0.7174,3,4545270463.0,0.7415,3,2.07,0.4064,6,4.7863,0.7196,3,4.55,0.8456,2,2.85,0.8839,2,0.2979,0.8631,2,40.08,0.5794,5,0.3087,0.5038,5,0.0061,0.3779,7
627,3,-0.0714,0.1522,9,-0.2072,0.3976,7,-0.1434,0.4348,6,0.1846,0.8215,2,3112248584.0,0.8346,2,0.86,0.9058,1,1.0233,0.9814,1,-3.4,0.0449,10,-0.54,0.0975,10,0.0386,0.1391,9,65.77,0.1479,9,0.7086,0.6375,4,-0.0949,0.0745,10
481,25,0.0499,0.4732,6,2.0349,0.8686,2,1.8108,0.8773,2,0.3775,0.5849,5,16629500000.0,0.3658,7,1.28,0.6857,4,178.0213,0.0186,10,-0.35,0.1654,9,-0.09,0.1588,9,0.0031,0.0044,10,41.12,0.5597,5,0.3026,0.4984,6,-0.0077,0.3067,7
284,14,0.0161,0.368,7,-0.5531,0.1544,9,-0.5178,0.1665,9,0.8737,0.1314,9,4883950140.0,0.7218,3,1.51,0.5893,5,21.8374,0.1654,9,1.14,0.3943,7,1.02,0.5082,5,0.2371,0.747,3,15.45,0.9288,1,0.8737,0.6791,4,0.0543,0.5838,5
599,15,-0.0502,0.1851,9,0.32,0.6495,4,0.2306,0.6429,4,1.1187,0.0602,10,8590247409.0,0.5433,5,1.38,0.6429,4,25.4864,0.1336,9,2.56,0.6298,4,2.31,0.7974,3,0.0968,0.3461,7,9.82,0.9693,1,1.6995,0.8127,2,0.1942,0.8949,2
226,11,0.1574,0.7218,3,0.0948,0.5685,5,0.0709,0.575,5,0.361,0.6068,4,163699588107.0,0.0657,10,1.97,0.4272,6,6.9151,0.575,5,2.63,0.6375,4,1.7,0.6988,4,0.1769,0.6024,5,41.68,0.5509,5,0.402,0.5301,5,-0.0207,0.2629,8
26,2,-0.0594,0.1709,9,-0.0235,0.5071,5,-0.0172,0.5257,5,0.2545,0.736,3,426306021215.0,0.0197,10,1.3,0.6769,4,8.8613,0.4589,6,0.06,0.2092,8,0.15,0.2114,8,0.0133,0.0383,10,36.5,0.6484,4,-0.9057,0.0975,10,0.0113,0.3976,7
712,17,-0.0507,0.1818,9,-0.116,0.4491,6,-0.0503,0.5093,5,0.2185,0.7853,3,1643938431.0,0.9452,1,1.46,0.6079,4,7.307,0.5455,5,0.42,0.2662,8,0.39,0.3133,7,0.2213,0.7141,3,42.48,0.5323,5,1.4037,0.7788,3,-0.0374,0.207,8
438,23,0.2817,0.8488,2,2.2015,0.8751,2,1.7491,0.874,2,0.4983,0.4469,6,14320427569.0,0.4064,6,3.11,0.1939,9,2.4075,0.9168,1,8.1,0.977,1,3.23,0.9168,1,0.4329,0.9617,1,61.29,0.1873,9,2.4956,0.8773,2,0.4043,0.965,1
864,27,0.0024,0.3198,7,-0.1061,0.4567,6,-0.0869,0.4765,6,0.2794,0.7119,3,96398106079.0,0.1084,9,8.34,0.0153,10,3.5865,0.8138,2,8.49,0.9803,1,3.25,0.9189,1,0.2463,0.7733,3,60.02,0.2015,9,0.0231,0.3636,7,0.1305,0.816,2
365,20,0.0624,0.5082,5,0.5492,0.7163,3,0.6375,0.7634,3,1.1618,0.0548,10,2651485743.0,0.8642,2,1.93,0.4348,6,19.1914,0.1961,9,4.1,0.7985,3,3.26,0.9233,1,0.3741,0.9299,1,19.17,0.8992,2,-0.3602,0.1862,9,0.0307,0.4896,6
230,11,0.2936,0.8631,2,0.1074,0.575,5,0.0416,0.5575,5,0.2692,0.724,3,4807850010.0,0.7317,3,1.44,0.621,4,4.2924,0.7525,3,3.98,0.7941,3,2.58,0.8412,2,0.3386,0.9036,1,38.12,0.6145,4,0.9557,0.6922,4,-0.023,0.2563,8
37,2,0.0236,0.3943,7,-0.0136,0.5137,5,-0.0106,0.5312,5,0.0518,0.9376,1,6821440025.0,0.6177,4,0.7,0.9671,1,14.9833,0.2705,8,0.39,0.2607,8,0.36,0.3012,8,0.2161,0.7043,3,8.75,0.9726,1,0.2612,0.4841,6,-0.0636,0.1325,9
878,21,0.2428,0.8226,2,0.2132,0.6156,4,-0.0084,0.5345,5,0.2769,0.7163,3,7198328159.0,0.6057,4,4.23,0.1095,9,83.7463,0.0318,10,-3.12,0.0493,10,-0.31,0.1249,9,0.0283,0.0986,10,84.95,0.0405,10,-2.0095,0.046,10,-0.094,0.0756,10
375,14,0.1244,0.6517,4,-0.644,0.0997,10,-0.6217,0.0931,10,0.825,0.1588,9,6286515250.0,0.6451,4,1.36,0.6539,4,17.796,0.2125,8,2.88,0.6714,4,1.97,0.7503,3,0.0384,0.1369,9,34.59,0.6922,4,0.761,0.6561,4,0.0213,0.4425,6
470,24,0.0318,0.425,6,-0.0228,0.5082,5,-0.0261,0.5225,5,0.3344,0.6407,4,364579152479.0,0.0274,10,1.45,0.6123,4,19.4746,0.1906,9,2.76,0.6561,4,0.16,0.2191,8,0.0134,0.0394,10,94.3,0.0088,10,0.058,0.3866,7,0.0681,0.6528,4
880,30,0.0,0.3111,7,-0.3946,0.2596,8,-0.4171,0.2212,8,0.0245,0.9474,1,16190663269.0,0.3768,7,1.22,0.7196,3,17.3996,0.2202,8,1.64,0.4699,6,1.2,0.5542,5,0.185,0.6243,4,26.52,0.7952,3,-0.0554,0.299,8,0.0589,0.6068,4
780,13,0.4682,0.9387,1,18.5024,0.9967,1,13.765,0.9978,1,0.6417,0.2913,8,4099320200.0,0.7744,3,1.07,0.8039,2,8.3336,0.4819,6,0.85,0.3395,7,0.6,0.3757,7,0.1423,0.4765,6,38.85,0.6068,4,2.2455,0.8587,2,-0.1113,0.0559,10
663,15,0.0903,0.5706,5,-0.5501,0.1599,9,-0.5534,0.1501,9,0.3641,0.6035,4,6286185005.0,0.6462,4,0.75,0.9496,1,4.7654,0.7229,3,1.87,0.5049,5,1.49,0.6528,4,0.1626,0.5597,5,21.53,0.874,2,0.3071,0.5016,6,0.0429,0.5356,5
195,10,0.0802,0.5455,5,2.06,0.8697,2,1.7623,0.8751,2,0.577,0.3494,7,6075960969.0,0.655,4,0.96,0.8664,2,4.2698,0.7558,3,-3.94,0.035,10,-1.51,0.0449,10,0.0333,0.1205,9,55.62,0.2837,8,-0.5509,0.1413,9,0.0608,0.6177,4
775,30,-0.0436,0.1982,9,0.2342,0.6199,4,0.2155,0.6364,4,0.2073,0.8018,3,648365391794.0,0.012,10,2.06,0.4096,6,3.7872,0.7941,3,1.51,0.4469,6,1.23,0.5652,5,0.0951,0.3417,7,22.17,0.862,2,0.1332,0.4348,6,0.0074,0.3844,7
785,31,0.5455,0.9595,1,0.1267,0.5849,5,-0.0391,0.5159,5,0.7337,0.2223,8,16235391146.0,0.3757,7,3.95,0.1183,9,20.4833,0.1796,9,5.77,0.9157,1,3.62,0.943,1,0.1578,0.5411,5,39.67,0.586,5,2.8229,0.8817,2,0.1093,0.782,3
504,17,0.0284,0.4129,6,0.1096,0.5761,5,0.0972,0.5893,5,0.2705,0.7218,3,15394671277.0,0.3888,7,1.74,0.5016,6,5.2377,0.6911,4,2.11,0.5542,5,1.46,0.6407,4,0.2207,0.713,3,35.67,0.6605,4,-0.4156,0.1687,9,-0.0767,0.1062,9
882,29,0.3536,0.8981,2,1.3154,0.828,2,1.0301,0.8258,2,0.3554,0.6166,4,20298925058.0,0.3143,7,3.32,0.1687,9,8.4027,0.4797,6,6.05,0.9277,1,3.67,0.9496,1,0.266,0.816,2,42.49,0.5301,5,0.6268,0.6166,4,0.1435,0.8401,2
756,20,0.3622,0.9069,1,16.2783,0.9945,1,12.0847,0.9956,1,-0.1277,0.9836,1,5006629711.0,0.7119,3,2.24,0.3472,7,15.1379,0.2683,8,-1.31,0.0975,10,-0.89,0.0778,10,0.2636,0.8083,2,25.85,0.8105,2,0.5832,0.5969,5,-0.1504,0.0318,10
580,13,-0.2065,0.0219,10,-0.8216,0.0131,10,-0.787,0.0153,10,0.7183,0.2355,8,7532601480.0,0.5904,5,3.66,0.1391,9,21.7208,0.1665,9,-0.58,0.1435,9,-0.39,0.1172,9,0.3433,0.908,1,20.22,0.8883,2,0.9148,0.6835,4,-0.0866,0.0876,10
881,28,-0.045,0.1961,9,-0.2465,0.3702,7,-0.2312,0.3812,7,0.5079,0.4348,6,152917937522.0,0.0712,10,6.24,0.0383,10,7.4173,0.5356,5,5.13,0.8872,2,2.71,0.8565,2,0.0651,0.2355,8,47.63,0.4326,6,0.6956,0.6342,4,0.0393,0.5214,5
163,6,-0.0106,0.2848,8,-0.0567,0.4896,6,-0.0525,0.5082,5,-0.0031,0.9573,1,3360215225.0,0.8204,2,1.89,0.4535,6,5.0489,0.701,4,3.01,0.6846,4,2.34,0.8039,2,0.3446,0.9124,1,21.58,0.8708,2,-0.2964,0.2048,8,0.0153,0.4151,6
641,4,0.023,0.3877,7,-0.1398,0.4381,6,-0.1361,0.4436,6,0.5011,0.4414,6,5895056700.0,0.6637,4,3.4,0.1654,9,25.4438,0.1347,9,4.33,0.8226,2,3.5,0.9343,1,0.2365,0.7459,3,19.33,0.897,2,0.4186,0.5356,5,0.1117,0.7875,3
153,6,0.1086,0.6156,4,0.723,0.7481,3,0.6443,0.7656,3,0.1912,0.8138,2,9640617687.0,0.5181,5,0.7,0.9682,1,2.0921,0.9332,1,2.08,0.5465,5,1.57,0.6758,4,0.3137,0.8806,2,27.71,0.7777,3,1.0279,0.7097,3,0.0085,0.391,7
622,7,-0.0309,0.2267,8,-0.4077,0.2442,8,-0.3874,0.2475,8,0.3426,0.6265,4,1860145854.0,0.9299,1,1.52,0.5849,5,21.8833,0.1632,9,2.09,0.5498,5,1.95,0.7459,3,0.3326,0.8992,2,7.87,0.9825,1,1.4966,0.7875,3,0.0036,0.3647,7
760,20,0.1941,0.7744,3,-0.2262,0.3888,7,-0.1904,0.4064,6,0.7318,0.2256,8,139946415379.0,0.08,10,15.2,0.0044,10,30.4317,0.103,10,8.01,0.9726,1,4.68,0.9803,1,0.4074,0.9485,1,41.9,0.5455,5,-0.043,0.3078,7,-0.0049,0.3198,7
865,28,0.1239,0.6473,4,-0.547,0.1621,9,-0.5543,0.1468,9,0.2903,0.701,4,9892788132.0,0.5093,5,4.83,0.0854,10,8.6583,0.4688,6,2.69,0.6451,4,0.71,0.4085,6,0.0767,0.2727,8,81.8,0.046,10,3.0929,0.8938,2,0.1047,0.77,3
112,4,-0.1633,0.046,10,-0.7346,0.0515,10,-0.702,0.057,10,0.583,0.3406,7,2335998445.0,0.8949,2,1.04,0.8237,2,3.0301,0.8631,2,-2.13,0.0756,10,-0.77,0.08,10,0.1362,0.4545,6,56.51,0.2662,8,-4.9451,0.0208,10,0.0478,0.5553,5
227,11,0.1686,0.7426,3,0.7512,0.7601,3,0.6137,0.7525,3,0.3594,0.609,4,32436753899.0,0.23,8,1.54,0.5717,5,3.926,0.7842,3,2.21,0.5717,5,1.21,0.5575,5,0.1723,0.5871,5,56.13,0.276,8,2.148,0.8532,2,-0.0032,0.333,7
710,15,-0.0491,0.1895,9,0.9002,0.7875,3,0.808,0.7908,3,0.0939,0.9069,1,10251412310.0,0.4995,6,1.16,0.7568,3,2.0512,0.9376,1,-0.91,0.1216,9,-0.41,0.1139,9,0.2889,0.851,2,49.46,0.3921,7,0.7257,0.6484,4,0.0198,0.4348,6
104,4,0.0719,0.5246,5,-0.6958,0.0668,10,-0.6754,0.0646,10,0.4525,0.5038,5,3653005229.0,0.7974,3,0.98,0.8543,2,9.8069,0.4173,6,0.13,0.2234,8,0.11,0.1993,9,0.2659,0.8149,2,15.57,0.9266,1,-4.646,0.0219,10,-0.1129,0.0537,10
422,22,0.1483,0.7065,3,2.539,0.8905,2,2.194,0.9014,2,0.7383,0.218,8,185046765183.0,0.0613,10,1.73,0.5082,5,3.5644,0.8171,2,4.56,0.8467,2,1.76,0.713,3,0.2331,0.7426,3,67.76,0.1325,9,0.0477,0.3812,7,0.0472,0.552,5
420,30,-0.0988,0.1041,10,-0.5684,0.1468,9,-0.5556,0.1446,9,0.159,0.8488,2,3627672278.0,0.7996,3,0.78,0.9419,1,1.0104,0.9825,1,0.09,0.218,8,0.16,0.2202,8,0.0929,0.3297,7,49.22,0.3976,7,-0.9817,0.0887,10,0.0035,0.3636,7
587,29,0.239,0.8204,2,3.9656,0.9332,1,3.2315,0.9376,1,0.4059,0.5542,5,5838153342.0,0.667,4,1.96,0.4315,6,2.8538,0.8806,2,12.05,0.9967,1,5.94,0.9934,1,0.0614,0.2212,8,54.46,0.3111,7,0.8119,0.6659,4,0.2655,0.9343,1
120,4,0.0875,0.5641,5,0.0533,0.5487,5,0.0382,0.5542,5,0.0901,0.9102,1,11172348820.0,0.4688,6,2.56,0.2694,8,6.4147,0.5991,5,4.84,0.8642,2,3.64,0.9452,1,0.3256,0.8927,2,23.55,0.8357,2,0.7145,0.6386,4,-0.0013,0.3417,7
53,3,-0.0338,0.2202,8,-0.0045,0.5203,5,0.0217,0.5476,5,0.3008,0.6867,4,2136674752.0,0.9102,1,0.82,0.9189,1,8.9919,0.4535,6,-0.15,0.1851,9,-0.05,0.1632,9,0.2078,0.6769,4,22.59,0.8532,2,-1.2917,0.0712,10,-0.2254,0.011,10
152,6,0.1574,0.7207,3,0.9628,0.7952,3,0.8094,0.7919,3,0.4206,0.5433,5,7209015432.0,0.6046,4,2.46,0.2892,8,61.8295,0.0493,10,2.14,0.5597,5,2.03,0.7579,3,0.0462,0.1654,9,5.04,0.9912,1,-0.3127,0.1982,9,0.0799,0.6922,4
404,21,0.1447,0.701,4,5.587,0.9562,1,4.2522,0.9584,1,0.1171,0.8927,2,10659818733.0,0.4874,6,0.83,0.9146,1,7.3325,0.5433,5,-0.66,0.1402,9,0.18,0.2256,8,0.0383,0.1347,9,79.24,0.0591,10,0.0292,0.3669,7,0.0462,0.5465,5
859,22,0.083,0.5564,5,0.3592,0.6637,4,0.2519,0.655,4,0.1411,0.8751,2,4165361466.0,0.7634,3,1.24,0.7119,3,6.6636,0.5805,5,1.75,0.4841,6,0.67,0.3954,7,0.0425,0.1544,9,73.5,0.0876,10,-0.3216,0.1928,9,0.3882,0.9628,1
208,10,0.2349,0.8149,2,-0.4262,0.2256,8,-0.462,0.195,9,1.3434,0.0219,10,3161535277.0,0.8291,2,1.79,0.4808,6,10.7208,0.3812,7,-4.45,0.0296,10,-4.2,0.012,10,0.0793,0.2815,8,5.27,0.989,1,-3.8107,0.0274,10,0.1671,0.8664,2
767,15,0.0274,0.4085,6,-0.0969,0.4666,6,-0.1056,0.4655,6,0.4762,0.4699,6,14889108905.0,0.3921,7,1.95,0.4326,6,12.7518,0.322,7,0.29,0.2388,8,0.31,0.2848,8,0.0745,0.2683,8,34.77,0.6802,4,-0.8752,0.1041,10,0.0487,0.5575,5
694,21,0.2222,0.8028,2,1.0105,0.8039,2,0.6622,0.77,3,0.5303,0.4074,6,9282106830.0,0.5268,5,1.78,0.4841,6,62.133,0.0471,10,-0.71,0.1347,9,-0.18,0.1468,9,0.0076,0.0164,10,71.35,0.1041,10,-4.2586,0.0263,10,0.0313,0.4962,6
